area,low,high,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
0.863890723,4.586324535,5.579918226,45,35,13,5,0,0,0,0,0,0,41,30,19,7,1,0,0,0,0,0,0
0.368658666,2.822526151,3.996030404,71,22,6,0,0,1,0,0,0,0,47,35,14,3,0,1,0,0,0,0,0
0.278441101,3.13655612,3.873699479,59,32,8,0,1,0,0,0,0,0,52,31,10,7,0,0,0,0,0,0,0
0.372313356,5.783237687,5.297490638,48,25,16,8,1,0,0,0,0,0,45,27,16,5,5,0,0,0,0,0,0
0.950240607,4.367476827,5.335967926,44,32,20,3,0,0,1,0,0,0,35,30,21,12,2,0,0,0,0,0,0
1.504984916,5.241271521,7.264773855,39,31,16,9,4,1,0,0,0,0,28,25,21,14,7,2,1,0,2,0,0
1.927518555,6.280012936,7.591572809,32,28,18,12,7,3,0,0,0,0,28,20,20,18,11,0,2,1,0,0,0
3.096545548,7.050049375,9.71285555,30,20,22,15,10,1,2,0,0,0,16,30,15,14,7,11,3,1,1,2,0
2.707147291,7.78195523,9.887552567,38,22,17,15,1,3,2,0,0,0,24,26,15,14,10,3,5,1,0,0,0
1.784478982,6.668334896,6.640927452,42,34,11,7,1,1,0,0,0,1,38,22,20,10,6,1,0,1,0,0,0
1.446462905,4.180439389,6.031804877,50,31,16,1,0,1,1,0,0,0,37,28,26,6,1,0,0,0,0,0,0
0.406203974,2.6654701,3.75830721,69,26,5,0,0,0,0,0,0,0,51,34,13,2,0,0,0,0,0,0,0
0.386318733,4.496132538,4.852453188,47,31,16,1,3,0,0,0,0,1,45,33,13,6,1,0,0,0,0,0,0
0.726763052,4.74829438,5.923901082,58,26,9,4,1,0,0,0,0,0,44,31,16,4,1,2,0,0,0,0,0
2.126530686,6.676096404,8.726788535,43,29,15,6,2,1,0,0,0,0,31,30,14,13,5,1,0,0,1,0,0
1.249321941,4.799838844,6.877145686,43,30,18,6,1,1,1,0,0,0,31,29,21,7,5,3,2,0,1,1,0
1.947367022,5.35700148,6.683518655,34,32,19,10,4,1,0,0,0,0,32,20,24,14,6,3,1,0,0,0,0
3.306281784,7.714504501,10.5572814,34,23,21,7,6,6,0,1,0,0,23,17,18,14,10,10,4,1,0,1,0
1.841436005,5.228952732,6.78096038,39,24,27,6,3,1,0,0,0,0,33,22,19,18,5,1,1,1,0,0,0
1.728010329,5.105924641,6.470485754,47,33,8,7,1,1,1,0,0,1,28,27,26,12,5,2,0,0,0,0,0
0.878014196,4.71882548,5.232185964,42,41,10,3,2,0,0,0,1,1,41,28,19,7,2,3,0,0,0,0,0
0.435326686,3.071500405,4.029683094,61,28,9,2,0,0,0,0,0,0,48,34,14,3,1,0,0,0,0,0,0
0.263186276,3.393803568,4.167913531,53,34,13,0,0,0,0,0,0,0,51,27,16,6,0,0,0,0,0,0,0
0.404877468,3.346053192,4.295137005,63,23,9,3,2,0,0,0,0,0,46,35,13,2,4,0,0,0,0,0,0
1.719342029,6.378560875,7.845451856,34,31,17,13,2,1,0,0,0,0,26,25,26,13,5,3,0,0,0,0,0
1.287599985,6.705841068,7.504600191,38,27,16,12,5,0,0,0,0,0,27,22,22,16,8,2,1,0,0,1,0
1.789289282,6.448375753,7.570059276,36,29,14,10,6,1,4,0,0,0,25,27,18,16,5,5,3,0,1,0,0
2.966268915,8.145612998,9.618242083,25,34,14,13,5,2,0,1,2,0,20,18,20,22,9,4,2,2,1,0,0
2.447890467,7.647342089,8.889462821,29,23,22,14,6,2,2,0,0,0,24,22,18,15,5,9,5,2,0,0,0
1.672810971,6.251574475,6.858910151,35,32,17,11,1,0,0,1,1,0,28,32,15,12,5,7,1,0,0,0,0
1.104817553,3.708304664,5.388813251,61,28,4,4,2,1,0,0,0,0,33,39,15,6,6,1,0,0,0,0,0
0.463937016,3.037502653,4.335122883,60,33,4,3,0,0,0,0,0,0,43,33,21,3,0,0,0,0,0,0,0
0.317659758,3.160529487,3.989188062,66,24,7,1,0,0,1,1,0,0,60,20,15,3,1,1,0,0,0,0,0
0.801087109,4.069745123,4.957554843,62,16,16,3,1,0,0,0,0,1,55,26,11,4,2,0,0,0,0,0,0
1.153187307,6.514061266,6.947662065,45,33,12,4,1,1,0,0,0,0,37,30,12,10,7,0,0,0,0,0,0
1.757005332,7.252916541,8.053662021,42,29,10,8,5,1,0,0,2,0,37,24,12,11,7,5,1,1,0,0,0
2.059214919,6.357754397,6.901992929,32,24,23,16,2,3,0,0,0,0,37,19,13,18,6,6,1,0,0,0,0
3.359085468,8.342785812,9.879276428,29,22,27,9,3,1,5,1,0,0,20,23,27,13,7,3,1,2,1,0,0
2.045295427,5.827129324,8.321545036,35,29,17,14,3,1,1,0,0,0,25,22,18,15,12,3,3,1,0,0,0
1.699268225,4.82277703,5.713042152,44,30,21,3,0,0,0,0,0,1,37,23,23,13,3,1,0,0,0,0,0
1.085903675,4.192761589,4.909074082,51,30,15,2,0,0,0,1,0,1,44,27,18,9,2,0,0,0,0,0,0
0.401676108,3.242206544,3.87840357,59,34,5,0,1,1,0,0,0,0,52,35,8,3,1,0,0,1,0,0,0
0.262224316,3.37438387,3.451942332,62,25,7,5,1,0,0,0,0,0,58,27,11,4,0,0,0,0,0,0,0
0.36033102,3.852647894,3.806841837,53,28,16,1,1,1,0,0,0,0,56,28,10,5,1,0,0,0,0,0,0
1.168616095,4.564510911,6.181409898,52,28,8,9,1,1,0,0,0,1,42,19,17,10,6,5,1,0,0,0,0
1.434322721,6.860482353,7.436294772,44,22,15,11,2,0,1,0,0,1,33,23,21,8,6,4,2,0,1,0,0
1.85395909,6.216915858,6.796052052,30,33,17,12,3,3,2,0,0,0,28,33,12,16,7,3,1,0,0,0,0
2.898900043,7.448959204,8.274560929,31,29,12,9,7,7,4,0,0,1,24,25,19,14,5,8,3,2,0,0,0
2.906753719,6.921485503,9.48031667,23,40,14,15,4,2,0,0,0,0,24,20,11,19,8,8,5,2,2,1,0
1.552991925,6.049740601,6.857361473,43,29,14,6,3,1,1,1,0,0,32,28,20,9,7,0,1,0,2,1,0
1.197043979,3.851312945,5.762429699,54,29,12,2,1,1,1,0,0,0,36,29,16,12,4,1,1,0,1,0,0
1.923485459,6.783256702,8.350494033,32,31,16,12,5,2,0,0,0,0,22,25,20,13,9,6,4,1,0,0,0
1.493451438,6.94178365,7.906633862,33,33,20,7,2,2,1,0,0,0,31,22,21,12,8,2,0,2,0,0,0
0.467957939,3.938698941,5.215129207,53,32,9,5,1,0,0,0,0,0,47,21,17,9,2,3,1,0,0,0,0
0.329842841,3.50167774,4.192300541,61,21,12,5,1,0,0,0,0,0,58,17,15,8,2,0,0,0,0,0,0
0.674840415,4.900148552,5.18874954,38,35,16,9,2,0,0,0,0,0,42,28,14,10,5,1,0,0,0,0,0
2.222192717,5.392530379,7.675363199,36,35,17,7,1,3,0,0,1,0,31,22,17,13,9,5,0,1,0,0,0
3.610551452,7.884475912,9.914771122,31,20,20,14,11,2,0,0,0,0,20,21,15,14,11,13,3,0,2,0,0
4.331067476,8.735163115,9.362301704,28,24,17,13,5,5,3,1,1,1,25,25,16,10,13,2,5,1,1,0,0
3.846217285,7.76811148,11.43948652,35,23,16,7,10,5,1,1,0,0,20,16,22,12,9,7,6,5,1,0,0
2.558508656,7.795839044,10.70709228,42,12,21,9,7,4,1,0,1,1,25,13,15,18,8,9,3,2,0,4,0
1.589318975,5.396612707,7.829532057,44,23,18,10,2,2,1,0,0,0,33,20,21,4,9,6,5,0,1,0,0
2.201858653,5.696458434,7.191010415,41,23,22,9,3,0,0,0,0,1,26,27,25,12,6,3,0,0,0,0,0
0.512643321,3.725252182,4.855472176,55,26,15,3,0,1,0,0,0,0,42,28,19,9,2,0,0,0,0,0,0
0.481298187,4.817529608,5.331537819,45,29,12,11,3,0,0,0,0,0,44,22,15,8,9,2,0,0,0,0,0
0.595057298,3.859498608,4.829797366,56,30,10,2,0,1,1,0,0,0,42,38,7,8,3,2,0,0,0,0,0
1.866262545,5.544378412,7.554272885,41,23,20,11,4,1,0,0,0,0,27,32,12,11,9,4,3,0,1,1,0
2.495807604,6.907524136,8.556503017,34,23,22,11,4,4,0,0,0,0,22,21,23,13,13,4,2,2,0,0,0
3.207112207,7.410411411,8.798915384,26,28,19,10,9,6,1,1,0,0,28,14,24,13,5,10,3,3,0,0,0
6.045107255,11.3016569,13.23498328,31,15,11,6,5,6,10,8,4,2,19,16,11,14,8,6,6,6,5,5,0
1.849384176,7.258018454,9.109233807,34,26,18,11,4,2,3,0,0,0,25,21,18,13,11,6,2,0,2,0,0
2.415439643,8.624141005,9.995897195,28,19,26,13,7,3,0,0,1,0,16,21,16,22,5,10,6,3,0,0,0
1.503985701,6.516344184,9.200821013,30,24,27,10,5,1,1,2,0,0,21,17,28,13,10,3,2,3,1,1,0
0.389877556,3.520825332,4.404106081,57,29,10,4,0,0,0,0,0,0,47,29,20,1,3,0,0,0,0,0,0
0.316971541,3.669603557,4.48967171,59,26,10,3,2,0,0,0,0,0,44,34,13,7,2,0,0,0,0,0,0
0.844183707,4.823869378,6.009555313,53,28,15,1,1,0,0,0,0,0,43,34,10,9,2,0,0,0,0,0,0
1.765081457,5.61860006,7.714851507,44,22,15,9,9,1,0,0,0,0,25,23,24,12,5,9,1,1,0,0,0
3.627797021,6.781801517,10.05760482,27,26,24,15,6,1,0,0,1,0,17,24,24,10,9,6,6,2,0,0,0
5.309327248,9.495494132,10.94221234,25,23,18,13,12,5,1,0,0,1,16,21,20,16,10,8,3,1,2,0,0
3.316157475,9.608120535,10.92881259,22,27,15,14,8,4,5,2,1,0,20,23,16,12,7,5,5,5,3,1,0
3.359515121,8.649284333,12.00871798,27,23,21,10,8,6,1,0,0,1,19,19,13,18,7,6,8,5,1,0,0
1.684991944,5.799737745,7.739488824,39,24,18,11,5,2,0,1,0,0,28,27,15,11,10,4,2,2,0,0,0
1.839485554,5.813689088,7.317749478,38,28,20,7,4,1,0,0,1,0,26,29,16,15,7,6,1,0,0,0,0
0.597321781,3.414813996,4.981611857,53,33,11,3,0,0,0,0,0,0,43,22,25,7,3,0,0,0,0,0,0
0.348102717,3.125100603,4.271322516,57,33,7,2,1,0,0,0,0,0,47,29,16,5,3,0,0,0,0,0,0
0.829428031,6.388087322,7.033462701,39,34,15,8,2,0,0,0,0,0,40,19,20,12,7,0,0,0,0,0,0
1.616365411,6.20037038,6.857256146,35,28,15,13,6,0,2,0,0,0,30,32,16,8,5,6,2,1,0,0,0
2.413215846,6.650344422,9.508044109,39,20,16,15,5,3,0,2,0,0,25,19,17,10,11,7,5,3,1,2,0
3.040983645,7.626618738,9.526185099,26,27,16,11,12,5,3,0,0,0,23,17,19,18,8,4,7,0,1,3,0
7.074682771,12.02195742,14.46848402,16,20,16,11,13,9,10,1,1,1,15,19,15,11,10,7,7,7,3,2,0
2.212456967,7.646557849,10.44435334,33,23,17,10,9,4,1,0,1,0,22,23,13,12,10,8,5,3,0,1,0
2.430610347,6.972066446,9.528670039,39,23,17,12,4,2,1,0,0,0,25,16,27,10,11,4,2,3,0,0,0
1.499997767,5.502444491,7.339999168,33,37,16,7,6,1,0,0,0,0,30,25,16,12,9,5,3,0,0,0,0
0.429761465,3.778352383,5.132231803,49,35,12,3,1,0,0,0,0,0,36,35,18,9,1,1,0,0,0,0,0
0.353760131,3.445114585,4.842346981,60,23,13,4,0,0,0,0,0,0,41,31,18,6,2,2,0,0,0,0,0
0.636382113,4.39560243,5.218394458,45,32,18,4,0,1,0,0,0,0,43,25,12,15,4,1,0,0,0,0,0
2.103868816,6.338807186,8.05001375,39,25,19,8,5,2,0,0,0,0,31,15,17,17,11,7,1,0,1,0,0
3.484695382,6.559027018,9.316515958,34,27,14,13,8,3,0,1,0,0,23,25,16,14,8,7,2,3,0,0,0
4.492757104,7.375651598,9.559730038,29,25,22,10,5,5,2,2,0,0,17,21,26,12,9,4,6,3,1,0,0
3.911321194,10.19141101,12.18922068,21,27,16,11,6,10,2,2,0,1,27,16,14,10,8,3,2,11,3,1,0
3.109973223,7.531330493,10.22846183,35,18,19,9,10,7,0,0,0,1,21,21,13,13,8,8,10,5,0,1,0
1.833003659,5.935929802,7.789575942,33,29,22,9,5,2,0,0,0,0,25,22,19,20,5,6,3,0,0,0,0
2.378027545,4.560486605,7.161267792,40,34,20,5,1,0,0,0,0,0,35,19,17,15,10,2,0,0,0,0,0
0.610578992,3.577582712,5.303513562,61,24,11,3,1,0,0,0,0,0,36,37,16,2,7,2,0,0,0,0,0
0.403726923,3.318193904,4.556561424,57,29,13,1,0,0,0,0,0,0,45,28,20,4,3,0,0,0,0,0,0
0.512249245,3.984452173,4.909992761,61,19,10,8,1,1,0,0,0,0,45,28,16,8,0,2,1,0,0,0,0
1.754744737,5.072256876,7.017711128,38,31,23,6,0,2,0,0,0,0,23,36,15,12,8,5,1,0,0,0,0
2.543995159,7.038282765,9.202678511,36,24,16,7,10,4,1,0,1,0,20,25,18,13,10,7,3,1,1,1,0
3.580970078,8.341597102,10.4023391,31,16,14,16,10,10,2,0,1,0,27,22,9,10,9,8,8,2,2,0,0
6.26141024,11.55504452,14.25023714,22,15,18,16,8,9,5,0,3,2,13,16,15,16,9,9,8,4,5,1,0
2.540147823,7.001135157,10.05649194,32,31,15,9,7,3,1,0,0,0,22,24,17,12,7,8,2,6,0,0,0
2.653583761,7.80140478,10.04504965,31,19,20,19,6,3,0,0,0,0,24,21,11,16,12,9,1,2,1,0,0
1.622118996,4.99344304,6.912663538,42,28,16,10,3,1,0,0,0,0,33,21,20,13,10,2,1,0,0,0,0
0.521189619,3.187279202,4.454831425,63,28,7,2,0,0,0,0,0,0,43,34,18,3,2,0,0,0,0,0,0
0.344718684,3.596793399,4.31782877,58,27,10,5,0,0,0,0,0,0,53,25,14,4,4,0,0,0,0,0,0
0.545752769,4.446231616,5.146675596,48,24,22,6,0,0,0,0,0,0,44,24,18,9,5,0,0,0,0,0,0
2.014448212,6.048085488,8.732373704,39,21,20,9,8,3,0,0,0,0,19,24,21,16,7,6,4,1,2,0,0
3.027668432,6.912288489,9.350453805,25,25,25,15,9,0,0,1,0,0,20,24,16,19,5,6,7,0,1,2,0
3.95337793,7.826597498,8.481278234,29,27,19,10,8,3,2,0,0,0,23,23,21,13,9,4,3,3,1,0,0
3.795328501,8.068910446,11.07671278,28,23,16,11,9,8,5,0,0,0,13,17,20,15,16,8,3,4,2,2,0
3.125604627,7.230754184,9.249464803,27,28,15,15,9,4,1,1,0,0,21,21,21,14,8,7,5,1,0,1,0
1.848048658,6.056074509,7.862465903,39,26,16,13,3,1,0,0,0,1,26,28,16,8,10,7,2,2,1,0,0
2.48148649,5.806899972,8.059713222,38,30,19,6,4,0,1,0,0,1,29,29,18,12,5,0,3,0,1,1,0
0.702314648,4.385694648,5.867844744,51,23,19,6,1,0,0,0,0,0,36,26,21,11,5,1,0,0,0,0,0
0.378768017,4.37129295,5.182164616,54,27,8,6,2,1,1,1,0,0,44,23,23,5,3,1,1,0,0,0,0
0.699239826,4.549867484,5.715260642,44,32,15,5,2,1,1,0,0,0,41,32,14,5,3,3,0,0,0,0,0
1.758915075,5.282560695,6.468711045,40,29,16,9,5,1,0,0,0,0,36,22,20,12,4,4,2,0,0,0,0
2.879294218,6.33777718,9.440637834,32,27,21,10,7,3,0,0,0,0,27,21,12,14,11,8,1,1,2,1,0
2.749680874,7.827536672,9.421049068,30,28,14,9,10,3,2,1,1,0,23,22,14,16,9,6,5,3,0,0,0
5.047344424,9.615924795,11.15383335,28,12,17,13,13,7,5,1,3,1,16,20,17,10,9,11,11,2,1,3,0
2.688335866,8.152517016,10.56507215,34,17,17,19,5,2,3,0,1,0,20,18,20,11,13,9,4,1,0,0,0
2.217756547,6.685993857,8.88774314,40,19,14,14,7,2,1,1,0,2,27,23,16,15,7,4,2,2,2,0,0
1.673001253,5.60063085,8.213094483,31,33,21,11,3,1,0,0,0,0,23,25,22,9,8,11,1,0,0,0,0
0.579252537,3.914324378,4.718325021,47,37,13,3,0,0,0,0,0,0,40,32,21,6,1,0,0,0,0,0,0
0.36086016,3.446182727,3.99612831,59,26,10,4,1,0,0,0,0,0,53,30,12,4,1,0,0,0,0,0,0
0.620790644,4.370116101,5.309259945,50,33,9,1,3,3,1,0,0,0,44,23,20,7,2,2,2,0,0,0,0
1.599019883,7.203476217,7.950401436,39,19,23,9,4,3,1,0,0,0,27,28,15,10,11,4,2,0,1,0,0
3.733890314,9.201307135,10.61469463,31,25,17,12,8,3,0,0,0,0,30,17,17,11,9,7,2,1,1,2,0
4.025072422,8.702858333,9.079725324,26,23,12,19,8,4,4,1,2,1,25,20,19,11,9,8,2,3,2,0,0
4.704117087,10.35369912,12.782965,22,24,14,17,9,6,3,1,0,0,15,21,18,19,3,10,6,0,1,3,0
3.907941321,9.311899148,12.57421471,22,27,18,15,5,8,0,1,0,0,20,13,13,11,17,9,9,1,2,2,0
1.991372309,6.163028218,8.506090677,40,22,22,5,7,2,0,0,0,0,27,22,17,14,10,2,5,1,0,1,0
2.107825393,6.151696012,8.088863952,36,31,18,12,1,0,0,0,0,0,21,27,18,20,9,2,0,1,0,1,0
0.774771516,4.741455076,6.233871305,45,33,12,5,4,1,0,0,0,0,35,31,13,13,3,2,2,1,0,0,0
0.330244467,4.655355155,4.874521797,47,31,14,6,0,0,0,0,0,0,47,29,13,7,2,0,1,0,1,0,0
0.512299174,3.767502767,4.490496219,54,28,14,2,1,1,0,0,0,0,46,38,12,1,1,0,0,1,1,0,0
1.333681378,6.529180464,7.711765231,33,32,14,11,4,3,0,1,0,1,29,19,23,11,11,3,1,3,0,0,0
2.669316315,7.392257202,8.814280694,21,36,18,12,9,1,0,1,0,0,26,18,21,13,6,8,6,1,1,0,0
3.618933869,6.539551847,9.38289105,35,24,19,9,7,4,2,0,0,0,20,20,18,13,18,6,2,1,1,0,0
4.741209567,11.29691568,11.8822393,17,20,23,9,13,5,2,5,3,1,15,18,11,17,17,6,7,3,4,0,0
3.927515726,8.640892113,11.43136874,29,19,15,13,9,9,3,0,1,2,27,12,10,12,12,8,6,7,3,1,0
2.683478227,7.848148441,10.51879651,32,26,15,18,4,3,0,0,0,0,24,20,15,17,9,8,3,1,1,0,0
1.724426973,4.82180136,6.594704704,45,30,13,8,2,1,1,0,0,0,32,29,17,12,6,1,2,1,0,0,0
0.638152877,4.169631506,6.073957998,49,29,20,2,0,0,0,0,0,0,33,24,22,15,5,1,0,0,0,0,0
0.331831737,3.607490864,4.17900467,52,37,8,1,1,1,0,0,0,0,51,36,7,4,0,0,0,1,1,0,0
0.666183829,4.534208884,5.814163439,55,30,8,5,0,0,0,0,0,0,45,29,16,2,2,4,0,0,0,0,0
1.907772816,5.98960369,7.727784223,39,23,22,9,4,1,1,0,0,0,29,23,20,12,9,3,2,0,0,0,0
3.195605984,7.985645729,10.26227453,28,27,20,14,7,2,0,0,0,0,23,18,19,11,15,6,4,1,0,0,0
4.400036059,8.811144631,10.36857074,28,25,17,15,7,1,2,2,0,0,20,19,15,20,10,5,5,2,2,0,0
3.937232642,9.624747857,10.44363078,26,12,24,11,12,8,1,2,0,3,25,13,15,10,15,11,5,5,0,1,0
3.584639453,7.398294256,10.38267469,32,28,11,9,10,7,1,1,0,0,24,15,15,19,7,9,2,4,0,4,0
2.121933781,6.745878164,8.634616884,39,28,14,11,5,1,0,0,0,0,30,23,18,7,10,7,3,0,0,0,0
2.048753367,7.560275211,8.565182159,36,31,15,8,2,2,1,1,0,0,24,31,14,14,6,6,2,0,0,1,0
0.766847418,4.064615147,5.683543074,47,32,19,1,1,0,0,0,0,0,38,22,22,15,3,0,0,0,0,0,0
0.362848725,4.024172702,4.223033103,51,32,11,5,0,1,0,0,0,0,48,29,15,6,2,0,0,0,0,0,0
0.46795222,5.321777149,5.065867466,34,37,20,7,1,0,0,0,0,0,42,33,15,4,2,2,1,0,1,0,0
1.947105246,7.070205288,8.510193953,39,27,21,6,2,0,0,0,0,0,27,28,16,12,10,2,0,1,1,0,0
2.780330721,6.958324541,9.144357184,30,26,18,11,9,5,1,0,0,0,25,20,21,12,9,5,3,3,0,0,0
3.257183461,9.012582596,9.546746359,31,18,11,21,7,9,1,0,0,0,24,19,21,14,5,3,7,3,2,0,0
4.379596518,12.47024531,11.30663646,20,22,14,12,7,10,4,3,2,1,25,21,16,7,9,4,4,6,2,1,0
3.310940272,7.269815104,10.13617814,32,25,14,12,9,3,4,1,0,0,24,21,17,9,9,7,3,5,1,1,0
1.93816013,6.720111707,7.658063277,25,38,22,8,4,1,0,0,0,0,24,28,18,12,11,6,0,1,0,0,0
2.333837878,7.255115339,9.23413114,25,33,29,6,3,0,0,0,1,0,22,21,18,24,6,6,1,0,0,0,0
0.590996305,4.380316474,4.775581737,47,32,14,5,2,0,0,0,0,0,43,32,17,4,2,0,1,1,0,0,0
0.347640648,4.045443882,5.0178796,50,30,14,5,1,0,0,0,0,0,38,31,21,7,1,2,0,0,0,0,0
0.570280233,3.734108481,5.128515909,47,33,20,0,0,0,0,0,0,0,38,32,17,11,2,0,0,0,0,0,0
1.28220383,5.395991709,6.80624909,39,28,19,9,3,2,0,0,0,0,33,21,18,16,10,2,0,0,0,0,0
3.080366321,8.773582663,10.48066192,28,30,22,8,3,2,3,0,0,0,22,17,20,14,8,10,2,1,1,2,0
3.543697326,7.477502958,8.949999616,32,15,21,19,7,5,0,0,1,0,21,25,13,18,11,6,2,3,0,0,0
3.814577385,8.834080486,10.94381017,29,23,14,10,9,5,6,3,0,0,17,23,12,16,8,9,6,4,1,3,0
3.666201748,7.960654794,11.1209348,31,21,18,13,7,5,2,0,1,1,19,16,23,9,11,8,7,3,1,0,0
2.244890958,8.225493643,10.53734541,26,31,17,16,5,2,1,0,0,0,23,22,15,15,9,7,3,1,2,1,0
2.073298858,6.30275327,7.984822065,30,26,24,15,3,0,1,1,0,0,23,32,20,9,6,5,2,0,1,0,0
0.878946564,5.582256938,7.115836464,35,32,16,12,1,3,1,0,0,0,27,27,22,11,7,2,4,0,0,0,0
0.388548045,3.835723403,5.091705517,61,21,7,7,2,2,0,0,0,0,44,28,13,11,2,2,0,0,0,0,0
0.614247979,4.460184293,5.291113273,46,33,13,5,2,0,1,0,0,0,46,21,21,5,3,1,2,0,1,0,0
1.780982563,6.96122165,9.024627614,41,17,21,9,1,4,3,1,0,2,29,21,16,18,6,2,1,1,2,1,0
2.848886635,7.446692611,9.022673605,25,25,22,19,3,3,1,0,0,1,18,22,24,13,11,6,4,1,0,0,0
3.28418288,7.409294791,9.398389469,29,22,20,15,5,4,5,0,0,0,24,20,18,13,9,7,2,3,3,1,0
4.59680022,8.643296937,11.60385997,22,22,20,17,7,7,3,1,0,1,17,19,16,17,8,6,4,5,5,0,0
3.666136573,10.78990443,11.7796202,33,13,15,10,12,7,3,1,1,0,13,24,20,11,13,7,3,2,1,3,0
2.789870213,8.031723727,11.16303464,29,27,23,10,4,2,3,0,0,0,22,16,16,18,9,10,3,4,0,0,0
2.008066637,5.958310988,7.998024257,36,27,16,12,6,3,0,0,0,0,31,21,18,10,6,10,2,0,1,0,0
0.989378452,3.668606902,5.549763671,54,28,14,4,0,0,0,0,0,0,35,31,28,3,0,1,0,0,0,1,0
0.322611675,3.901949116,3.785926908,52,28,16,3,1,0,0,0,0,0,55,28,11,6,0,0,0,0,0,0,0
0.616097311,4.410161842,5.921700836,53,23,13,7,2,2,0,0,0,0,32,34,16,12,3,2,1,0,0,0,0
1.558976096,7.119733678,8.488252801,31,20,27,14,4,2,0,0,0,0,25,20,23,16,7,5,1,1,0,0,0
3.30764515,7.193438334,9.742814358,26,29,18,15,3,6,3,0,0,0,23,19,11,20,10,7,5,3,1,1,0
4.270949675,7.9682952,9.339549586,29,24,15,15,10,3,2,1,0,0,27,19,20,9,9,5,5,4,0,0,0
3.97318131,8.800457821,10.33774523,27,26,19,9,8,4,2,2,0,1,22,22,21,6,12,3,5,2,3,1,0
3.550880764,8.984140288,11.18596426,27,19,14,16,9,9,2,1,1,1,17,21,14,11,9,10,9,5,3,0,0
2.200885853,6.189575339,8.129688171,32,32,18,12,2,3,1,0,0,0,29,17,23,10,9,6,4,2,0,0,0
2.896898601,6.425901847,10.00800879,38,25,20,11,4,0,0,0,0,0,26,20,24,11,9,2,4,0,0,0,0
0.847797345,4.342345686,5.526843186,50,29,15,3,1,2,0,0,0,0,41,28,13,9,7,0,2,0,0,0,0
0.460175115,3.224238813,4.214632077,58,33,6,3,0,0,0,0,0,0,54,22,17,5,2,0,0,0,0,0,0
0.538511812,4.399285439,4.433750223,47,33,11,6,2,1,0,0,0,0,47,31,14,6,2,0,0,0,0,0,0
1.683154226,6.241927067,8.996619785,34,28,21,7,5,1,3,1,0,0,24,24,19,17,7,3,2,1,1,0,0
3.077057964,6.989461212,10.45770555,34,23,20,9,6,4,1,2,1,0,22,19,18,14,10,7,5,1,1,0,0
3.803076829,8.180555781,9.748739696,30,24,14,13,8,5,3,0,0,1,24,20,20,15,7,5,6,0,1,0,0
4.270188007,8.300835485,11.04199943,28,15,22,19,4,8,2,1,1,0,23,11,18,13,12,5,10,4,1,3,0
3.776385664,9.416344434,11.62579919,23,24,12,19,8,5,2,5,0,0,17,14,19,15,11,6,7,4,4,0,0
2.251271816,7.735410618,10.30406977,31,29,16,8,7,3,2,1,0,0,20,24,15,12,9,8,5,2,2,1,0
2.113625013,7.691148345,8.775474743,35,28,20,9,1,2,1,0,0,0,28,22,22,13,3,4,3,1,0,0,0
0.745315225,4.36012003,5.59091876,47,31,14,7,1,0,0,0,0,0,41,24,18,10,4,3,0,0,0,0,0
0.457144948,4.220098564,5.680055217,44,34,19,3,0,0,0,0,0,0,34,31,23,5,5,1,1,0,0,0,0
0.581657601,3.783457749,5.21235084,55,25,14,6,0,0,0,0,0,0,46,25,15,7,4,3,0,0,0,0,0
1.052299296,5.777615762,6.577615376,52,24,17,3,0,0,0,0,0,0,31,27,22,14,3,1,0,0,0,1,0
3.602643153,8.771418567,10.94498457,28,26,19,11,6,3,1,0,1,0,28,16,15,13,8,7,5,0,4,1,0
3.836653076,8.68783913,9.87642326,31,22,10,14,15,2,3,1,0,0,21,17,21,15,12,5,2,5,0,0,0
3.845934213,8.510337023,9.894540921,29,19,20,12,6,5,4,1,4,0,19,21,24,13,4,6,5,4,0,3,0
4.006949592,8.40104034,11.61483718,23,27,26,9,4,4,4,1,0,0,21,13,19,14,11,2,7,6,3,0,0
2.274043346,5.825127768,8.470825228,36,28,20,9,4,1,1,1,0,0,21,18,25,21,7,3,4,0,0,0,0
2.111419032,6.472046662,7.856069089,34,21,23,13,5,3,1,0,0,0,24,25,22,12,8,4,4,1,0,0,0
0.825396474,3.878517142,4.821165971,55,28,9,6,2,0,0,0,0,0,48,21,22,6,2,0,1,0,0,0,0
0.381725567,3.47917046,4.414306331,62,24,10,3,0,1,0,0,0,0,40,37,19,2,2,0,0,0,0,0,0
0.585185834,4.1336034,5.353109408,50,31,9,8,2,0,0,0,0,0,42,29,11,13,5,0,0,0,0,0,0
1.177584854,5.692045206,6.61877773,38,28,16,13,3,1,1,0,0,0,33,23,24,9,5,4,1,1,0,0,0
3.198145073,7.481282621,8.771306074,28,31,17,14,3,1,1,1,1,0,27,17,23,13,6,7,2,3,0,0,0
2.955906243,10.06805838,10.70783551,24,19,19,14,9,7,3,1,1,0,24,13,18,15,11,10,2,1,2,0,0
4.655936349,9.420677298,11.18609522,23,21,12,18,11,7,2,3,1,2,14,27,17,14,7,7,6,1,1,1,0
3.750690513,9.843174214,12.0808853,26,23,21,7,6,6,4,3,0,2,16,13,19,12,15,6,8,3,4,1,0
3.207810317,8.641539649,11.36036831,30,22,17,14,11,2,0,0,0,0,20,16,23,20,8,5,3,0,1,0,0
