f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
63,37,12,2,3,0,0,0,0,63,37,12,2,3,0,63,37,12,2,1
71,28,8,3,1,0,0,0,0,71,28,8,3,1,0,71,28,8,3,1
71,32,15,6,1,0,0,0,0,71,32,15,6,1,0,71,32,15,6,1
65,34,6,2,1,0,0,0,0,65,34,6,2,1,0,65,34,6,2,1
77,33,13,7,3,0,0,0,0,77,33,13,7,3,0,77,33,13,7,1
61,24,9,10,1,0,0,0,0,61,24,9,10,1,0,61,24,9,10,1
69,30,16,6,2,0,0,0,0,69,30,16,6,2,0,69,30,16,6,1
71,20,10,6,1,1,0,0,0,71,20,10,6,1,1,71,20,10,6,1
77,39,17,5,1,0,0,0,0,77,39,17,5,1,0,77,39,17,5,1
72,26,9,5,0,0,0,0,0,72,26,9,5,0,0,72,26,9,5,1
75,28,14,5,2,1,0,0,0,75,28,14,5,2,1,75,28,14,5,1
57,25,17,5,2,0,0,0,0,57,25,17,5,2,0,57,25,17,5,1
82,32,12,9,1,0,0,0,0,82,32,12,9,1,0,82,32,12,9,1
81,25,11,3,1,0,0,0,0,81,25,11,3,1,0,81,25,11,3,1
69,34,10,7,3,1,0,0,0,69,34,10,7,3,1,69,34,10,7,1
96,15,12,3,5,0,0,0,0,96,15,12,3,5,0,96,15,12,3,1
67,35,15,8,1,0,0,0,0,67,35,15,8,1,0,67,35,15,8,1
76,27,10,2,0,1,0,0,0,76,27,10,2,0,1,76,27,10,2,1
66,39,13,8,1,0,0,0,0,66,39,13,8,1,0,66,39,13,8,1
72,19,9,7,3,0,0,0,0,72,19,9,7,3,0,72,19,9,7,1
67,37,14,4,2,1,0,0,0,67,37,14,4,2,1,67,37,14,4,1
55,16,16,4,3,0,0,0,0,55,16,16,4,3,0,55,16,16,4,1
66,31,19,7,1,0,0,0,0,66,31,19,7,1,0,66,31,19,7,1
56,32,12,4,2,0,0,0,0,56,32,12,4,2,0,56,32,12,4,1
72,37,12,7,1,1,0,0,0,72,37,12,7,1,1,72,37,12,7,1
53,28,6,6,0,1,0,0,0,53,28,6,6,0,1,53,28,6,6,1
60,44,9,3,3,1,0,0,0,60,44,9,3,3,1,60,44,9,3,1
58,28,7,5,1,0,0,0,0,58,28,7,5,1,0,58,28,7,5,1
67,38,20,4,1,0,0,0,0,67,38,20,4,1,0,67,38,20,4,1
51,26,8,1,2,0,0,0,0,51,26,8,1,2,0,51,26,8,1,1
69,26,14,6,4,3,0,0,0,69,26,14,6,4,3,69,26,14,6,1
47,26,10,4,0,0,0,0,0,47,26,10,4,0,0,47,26,10,4,1
66,43,16,6,2,0,0,0,0,66,43,16,6,2,0,66,43,16,6,1
91,19,13,1,3,2,0,0,0,91,19,13,1,3,2,91,19,13,1,1
63,22,20,3,3,0,0,0,0,63,22,20,3,3,0,63,22,20,3,1
90,21,14,6,1,0,0,0,0,90,21,14,6,1,0,90,21,14,6,1
76,43,9,3,1,0,0,0,0,76,43,9,3,1,0,76,43,9,3,1
69,21,9,4,1,1,0,0,0,69,21,9,4,1,1,69,21,9,4,1
68,33,11,7,3,1,0,0,0,68,33,11,7,3,1,68,33,11,7,1
104,24,7,7,3,1,4,1,0,104,24,7,7,3,1,104,24,7,7,1
112,69,30,16,3,0,0,0,0,112,69,30,16,3,0,112,69,30,16,1
120,29,16,10,2,3,0,0,0,120,29,16,10,2,3,120,29,16,10,1
130,71,35,13,10,5,1,0,0,130,71,35,13,10,5,130,71,35,13,1
35,19,2,2,0,0,0,0,0,35,19,2,2,0,0,35,19,2,2,1
99,52,29,19,2,1,0,0,0,99,52,29,19,2,1,99,52,29,19,1
70,32,8,11,5,6,4,4,0,70,32,8,11,5,6,70,32,8,11,1
114,59,28,16,9,1,1,0,0,114,59,28,16,9,1,114,59,28,16,1
156,57,18,18,7,3,4,0,0,156,57,18,18,7,3,156,57,18,18,1
118,64,33,18,6,1,0,1,0,118,64,33,18,6,1,118,64,33,18,1
41,23,1,0,0,0,0,0,0,41,23,1,0,0,0,41,23,1,0,1
105,69,34,16,7,0,0,0,0,105,69,34,16,7,0,105,69,34,16,1
34,6,5,0,0,1,0,0,0,34,6,5,0,0,1,34,6,5,0,1
117,59,30,18,4,2,0,0,0,117,59,30,18,4,2,117,59,30,18,1
46,17,7,5,2,1,0,0,0,46,17,7,5,2,1,46,17,7,5,1
78,67,26,14,5,2,0,0,0,78,67,26,14,5,2,78,67,26,14,1
110,47,22,21,11,5,6,1,0,110,47,22,21,11,5,110,47,22,21,1
102,59,21,18,8,2,0,1,0,102,59,21,18,8,2,102,59,21,18,1
60,21,14,7,3,4,1,0,0,60,21,14,7,3,4,60,21,14,7,1
109,55,23,14,5,3,0,0,0,109,55,23,14,5,3,109,55,23,14,1
49,18,9,9,1,2,1,0,0,49,18,9,9,1,2,49,18,9,9,1
86,62,26,8,7,2,0,0,0,86,62,26,8,7,2,86,62,26,8,1
36,11,6,4,5,3,0,2,0,36,11,6,4,5,3,36,11,6,4,1
128,74,35,15,10,4,5,0,0,128,74,35,15,10,4,128,74,35,15,1
56,19,8,3,2,0,2,0,0,56,19,8,3,2,0,56,19,8,3,1
110,66,33,22,1,0,0,0,0,110,66,33,22,1,0,110,66,33,22,1
35,14,5,0,0,0,0,0,0,35,14,5,0,0,0,35,14,5,0,1
89,53,36,14,4,1,0,0,0,89,53,36,14,4,1,89,53,36,14,1
61,33,18,18,19,21,19,3,0,61,33,18,18,19,21,61,33,18,18,1
105,44,22,13,7,3,0,0,0,105,44,22,13,7,3,105,44,22,13,1
49,16,9,0,2,0,0,0,0,49,16,9,0,2,0,49,16,9,0,1
88,59,28,10,3,0,1,0,0,88,59,28,10,3,0,88,59,28,10,1
54,30,5,6,3,3,5,0,0,54,30,5,6,3,3,54,30,5,6,1
112,67,33,17,7,2,0,0,1,112,67,33,17,7,2,112,67,33,17,1
51,10,1,0,0,0,0,0,0,51,10,1,0,0,0,51,10,1,0,1
111,57,29,13,6,1,0,0,0,111,57,29,13,6,1,111,57,29,13,1
49,26,18,8,3,7,0,2,0,49,26,18,8,3,7,49,26,18,8,1
106,52,26,4,4,2,0,0,0,106,52,26,4,4,2,106,52,26,4,1
121,64,36,28,21,8,2,1,0,121,64,36,28,21,8,121,64,36,28,1
85,60,33,15,8,1,0,0,0,85,60,33,15,8,1,85,60,33,15,1
59,27,8,8,3,2,3,0,1,59,27,8,8,3,2,59,27,8,8,1
99,48,32,11,3,3,0,0,0,99,48,32,11,3,3,99,48,32,11,1
136,19,4,2,1,0,0,0,0,136,19,4,2,1,0,136,19,4,2,1
161,62,37,15,6,5,0,1,0,161,62,37,15,6,5,161,62,37,15,1
82,42,34,12,10,5,1,1,0,82,42,34,12,10,5,82,42,34,12,1
96,65,34,20,7,3,0,0,0,96,65,34,20,7,3,96,65,34,20,1
41,20,15,13,5,6,19,13,12,41,20,15,13,5,6,41,20,15,13,1
158,65,51,25,10,7,7,0,1,158,65,51,25,10,7,158,65,51,25,1
45,10,2,0,1,0,3,0,0,45,10,2,0,1,0,45,10,2,0,1
89,60,39,17,2,1,0,0,0,89,60,39,17,2,1,89,60,39,17,1
51,22,13,8,3,4,2,5,2,51,22,13,8,3,4,51,22,13,8,1
97,62,31,19,5,3,1,0,0,97,62,31,19,5,3,97,62,31,19,1
43,10,2,1,0,0,0,0,0,43,10,2,1,0,0,43,10,2,1,1
86,44,32,24,3,1,3,1,0,86,44,32,24,3,1,86,44,32,24,1
46,15,2,0,0,0,0,0,0,46,15,2,0,0,0,46,15,2,0,1
101,61,27,12,6,0,0,0,0,101,61,27,12,6,0,101,61,27,12,1
100,41,38,19,15,8,14,6,2,100,41,38,19,15,8,100,41,38,19,1
118,57,35,14,5,0,0,0,0,118,57,35,14,5,0,118,57,35,14,1
64,31,13,6,2,1,1,0,0,64,31,13,6,2,1,64,31,13,6,1
75,45,21,5,5,1,0,0,0,75,45,21,5,5,1,75,45,21,5,1
80,51,22,3,5,1,1,4,1,80,51,22,3,5,1,80,51,22,3,1
104,48,34,18,10,5,5,3,0,104,48,34,18,10,5,104,48,34,18,1
123,41,16,9,3,1,0,0,0,123,41,16,9,3,1,123,41,16,9,1
82,43,23,13,5,2,0,0,0,82,43,23,13,5,2,82,43,23,13,1
84,33,21,8,5,4,0,1,0,84,33,21,8,5,4,84,33,21,8,1
101,49,37,11,7,0,0,0,0,101,49,37,11,7,0,101,49,37,11,1
64,29,17,7,3,1,0,0,0,64,29,17,7,3,1,64,29,17,7,1
84,41,21,7,2,1,0,0,0,84,41,21,7,2,1,84,41,21,7,1
88,33,17,13,7,3,1,0,0,88,33,17,13,7,3,88,33,17,13,1
81,45,22,12,1,1,0,0,0,81,45,22,12,1,1,81,45,22,12,1
73,43,23,8,4,1,0,0,1,73,43,23,8,4,1,73,43,23,8,1
92,41,21,8,6,2,0,0,0,92,41,21,8,6,2,92,41,21,8,1
71,31,17,5,1,3,2,1,0,71,31,17,5,1,3,71,31,17,5,1
78,44,23,11,6,2,0,0,0,78,44,23,11,6,2,78,44,23,11,1
63,28,9,9,0,0,0,0,0,63,28,9,9,0,0,63,28,9,9,1
77,34,20,13,4,1,0,0,0,77,34,20,13,4,1,77,34,20,13,1
68,41,15,8,6,2,0,0,0,68,41,15,8,6,2,68,41,15,8,1
88,53,28,6,7,3,0,0,0,88,53,28,6,7,3,88,53,28,6,1
75,25,12,7,3,1,0,0,0,75,25,12,7,3,1,75,25,12,7,1
69,36,19,9,4,2,0,0,0,69,36,19,9,4,2,69,36,19,9,1
109,41,23,7,8,6,3,0,0,109,41,23,7,8,6,109,41,23,7,1
64,47,19,10,3,2,0,0,0,64,47,19,10,3,2,64,47,19,10,1
99,63,44,25,13,9,6,3,0,99,63,44,25,13,9,99,63,44,25,1
63,42,14,14,9,1,0,0,0,63,42,14,14,9,1,63,42,14,14,1
125,40,19,11,3,5,0,0,0,125,40,19,11,3,5,125,40,19,11,1
91,45,23,9,4,2,0,0,0,91,45,23,9,4,2,91,45,23,9,1
102,49,25,11,6,3,3,0,0,102,49,25,11,6,3,102,49,25,11,1
87,48,16,9,6,4,0,0,0,87,48,16,9,6,4,87,48,16,9,1
83,42,20,8,7,0,2,0,0,83,42,20,8,7,0,83,42,20,8,1
78,40,21,7,10,3,0,0,0,78,40,21,7,10,3,78,40,21,7,1
113,42,24,10,4,3,1,0,0,113,42,24,10,4,3,113,42,24,10,1
111,49,23,14,5,2,0,0,0,111,49,23,14,5,2,111,49,23,14,1
122,57,44,27,18,8,1,2,0,122,57,44,27,18,8,122,57,44,27,1
82,29,23,8,4,1,0,0,0,82,29,23,8,4,1,82,29,23,8,1
72,24,9,5,1,0,0,0,0,72,24,9,5,1,0,72,24,9,5,1
71,42,23,8,5,1,0,0,0,71,42,23,8,5,1,71,42,23,8,1
60,26,8,5,2,1,0,1,0,60,26,8,5,2,1,60,26,8,5,1
139,64,34,17,17,7,4,1,0,139,64,34,17,17,7,139,64,34,17,1
60,22,8,3,0,0,1,0,0,60,22,8,3,0,0,60,22,8,3,1
71,50,20,11,2,1,0,0,0,71,50,20,11,2,1,71,50,20,11,1
103,43,38,12,7,1,0,0,0,103,43,38,12,7,1,103,43,38,12,1
69,56,20,6,4,0,0,0,0,69,56,20,6,4,0,69,56,20,6,1
184,46,16,3,3,1,0,0,0,184,46,16,3,3,1,184,46,16,3,1
118,44,19,14,5,2,0,0,0,118,44,19,14,5,2,118,44,19,14,1
59,22,7,5,0,0,0,0,1,59,22,7,5,0,0,59,22,7,5,1
80,47,25,17,2,1,0,0,0,80,47,25,17,2,1,80,47,25,17,1
82,28,13,6,3,2,1,0,0,82,28,13,6,3,2,82,28,13,6,1
74,52,21,12,5,3,0,0,0,74,52,21,12,5,3,74,52,21,12,1
50,20,7,7,3,0,1,0,0,50,20,7,7,3,0,50,20,7,7,1
66,54,25,11,5,1,0,0,0,66,54,25,11,5,1,66,54,25,11,1
103,45,22,9,4,0,1,2,0,103,45,22,9,4,0,103,45,22,9,1
78,50,21,9,5,2,0,0,0,78,50,21,9,5,2,78,50,21,9,1
90,63,38,14,7,0,0,0,0,90,63,38,14,7,0,90,63,38,14,1
33,5,3,0,0,0,0,0,0,33,5,3,0,0,0,33,5,3,0,1
90,64,31,12,2,4,0,0,0,90,64,31,12,2,4,90,64,31,12,1
49,10,1,2,0,0,0,0,0,49,10,1,2,0,0,49,10,1,2,1
95,56,31,18,3,3,0,0,0,95,56,31,18,3,3,95,56,31,18,1
41,5,4,0,0,0,0,0,0,41,5,4,0,0,0,41,5,4,0,1
96,65,34,13,6,0,0,0,0,96,65,34,13,6,0,96,65,34,13,1
36,11,1,1,0,0,0,0,0,36,11,1,1,0,0,36,11,1,1,1
119,60,25,15,1,4,0,0,0,119,60,25,15,1,4,119,60,25,15,1
30,7,5,0,0,0,0,0,0,30,7,5,0,0,0,30,7,5,0,1
99,67,34,8,6,2,0,0,0,99,67,34,8,6,2,99,67,34,8,1
39,9,2,0,0,0,0,0,0,39,9,2,0,0,0,39,9,2,0,1
105,60,28,13,3,2,0,0,0,105,60,28,13,3,2,105,60,28,13,1
47,19,0,0,0,0,0,0,0,47,19,0,0,0,0,47,19,0,0,1
95,54,33,13,3,2,0,0,0,95,54,33,13,3,2,95,54,33,13,1
44,10,4,1,0,0,0,0,0,44,10,4,1,0,0,44,10,4,1,1
103,57,31,17,5,3,0,0,0,103,57,31,17,5,3,103,57,31,17,1
36,9,1,0,0,0,0,0,0,36,9,1,0,0,0,36,9,1,0,1
161,53,28,17,2,2,0,0,0,161,53,28,17,2,2,161,53,28,17,1
54,7,5,1,0,0,0,0,0,54,7,5,1,0,0,54,7,5,1,1
102,62,27,10,6,1,0,0,0,102,62,27,10,6,1,102,62,27,10,1
41,17,4,4,0,0,0,0,0,41,17,4,4,0,0,41,17,4,4,1
96,59,30,16,8,1,0,0,0,96,59,30,16,8,1,96,59,30,16,1
50,11,0,0,0,0,0,0,0,50,11,0,0,0,0,50,11,0,0,1
95,70,32,15,6,2,0,0,0,95,70,32,15,6,2,95,70,32,15,1
50,9,2,0,0,0,0,0,0,50,9,2,0,0,0,50,9,2,0,1
101,62,32,10,8,3,0,0,0,101,62,32,10,8,3,101,62,32,10,1
37,12,0,0,0,0,0,0,0,37,12,0,0,0,0,37,12,0,0,1
95,73,29,13,3,3,0,0,0,95,73,29,13,3,3,95,73,29,13,1
59,16,9,3,1,0,0,0,0,59,16,9,3,1,0,59,16,9,3,1
88,56,18,16,10,1,0,0,0,88,56,18,16,10,1,88,56,18,16,1
55,10,2,0,0,0,0,0,0,55,10,2,0,0,0,55,10,2,0,1
95,59,35,13,3,2,0,0,0,95,59,35,13,3,2,95,59,35,13,1
43,11,3,0,0,0,0,0,0,43,11,3,0,0,0,43,11,3,0,1
99,63,25,14,5,2,0,0,0,99,63,25,14,5,2,99,63,25,14,1
32,15,3,1,1,1,0,0,0,32,15,3,1,1,1,32,15,3,1,1
97,58,21,11,5,0,0,0,0,97,58,21,11,5,0,97,58,21,11,1
44,10,2,1,1,0,0,0,0,44,10,2,1,1,0,44,10,2,1,1
105,57,31,16,9,0,0,0,0,105,57,31,16,9,0,105,57,31,16,1
40,9,4,2,0,0,0,0,0,40,9,4,2,0,0,40,9,4,2,1
98,75,27,13,5,3,0,0,0,98,75,27,13,5,3,98,75,27,13,1
38,9,2,2,0,0,0,0,0,38,9,2,2,0,0,38,9,2,2,1
99,55,40,14,2,3,0,0,0,99,55,40,14,2,3,99,55,40,14,1
44,15,1,0,1,0,0,0,0,44,15,1,0,1,0,44,15,1,0,1
112,56,31,17,11,2,0,0,0,112,56,31,17,11,2,112,56,31,17,1
39,21,4,0,0,0,0,0,0,39,21,4,0,0,0,39,21,4,0,1
110,58,23,9,8,2,0,0,0,110,58,23,9,8,2,110,58,23,9,1
46,13,4,0,0,0,0,0,0,46,13,4,0,0,0,46,13,4,0,1
107,57,25,19,7,0,0,0,0,107,57,25,19,7,0,107,57,25,19,1
51,7,7,0,0,0,0,0,0,51,7,7,0,0,0,51,7,7,0,1
100,64,21,17,6,1,0,0,0,100,64,21,17,6,1,100,64,21,17,1
46,12,2,1,0,0,0,0,0,46,12,2,1,0,0,46,12,2,1,1
84,61,32,14,10,2,0,0,0,84,61,32,14,10,2,84,61,32,14,1
39,15,6,3,0,0,0,0,0,39,15,6,3,0,0,39,15,6,3,1
102,60,37,9,3,0,0,0,0,102,60,37,9,3,0,102,60,37,9,1
35,11,5,1,0,0,0,0,0,35,11,5,1,0,0,35,11,5,1,1
93,70,41,11,4,1,0,0,0,93,70,41,11,4,1,93,70,41,11,1
39,12,1,1,0,0,0,0,0,39,12,1,1,0,0,39,12,1,1,1
98,63,30,14,3,2,0,0,0,98,63,30,14,3,2,98,63,30,14,1
40,9,5,0,0,0,0,0,0,40,9,5,0,0,0,40,9,5,0,1
99,56,33,13,4,4,1,0,0,99,56,33,13,4,4,99,56,33,13,1
28,14,3,0,1,0,0,0,0,28,14,3,0,1,0,28,14,3,0,1
113,59,22,18,4,1,0,0,0,113,59,22,18,4,1,113,59,22,18,1
51,12,2,0,0,0,0,0,0,51,12,2,0,0,0,51,12,2,0,1
98,60,29,16,5,2,0,0,0,98,60,29,16,5,2,98,60,29,16,1
45,8,7,0,0,0,0,0,0,45,8,7,0,0,0,45,8,7,0,1
112,58,32,12,5,1,0,0,0,112,58,32,12,5,1,112,58,32,12,1
44,12,6,1,0,0,0,0,0,44,12,6,1,0,0,44,12,6,1,1
104,67,31,13,2,2,0,0,0,104,67,31,13,2,2,104,67,31,13,1
41,20,3,0,0,1,0,0,0,41,20,3,0,0,1,41,20,3,0,1
112,57,34,14,4,2,0,0,0,112,57,34,14,4,2,112,57,34,14,1
38,9,1,1,0,0,0,0,0,38,9,1,1,0,0,38,9,1,1,1
106,55,35,12,6,1,0,0,0,106,55,35,12,6,1,106,55,35,12,1
39,8,2,1,0,0,0,0,0,39,8,2,1,0,0,39,8,2,1,1
115,52,34,18,7,1,0,0,0,115,52,34,18,7,1,115,52,34,18,1
36,21,0,1,0,0,0,0,0,36,21,0,1,0,0,36,21,0,1,1
121,60,27,13,6,5,1,0,0,121,60,27,13,6,5,121,60,27,13,1
30,7,3,2,0,0,0,0,0,30,7,3,2,0,0,30,7,3,2,1
110,59,30,15,4,3,0,0,0,110,59,30,15,4,3,110,59,30,15,1
51,14,1,1,0,0,0,0,0,51,14,1,1,0,0,51,14,1,1,1
111,48,30,13,4,5,0,0,0,111,48,30,13,4,5,111,48,30,13,1
41,8,0,2,0,0,0,0,0,41,8,0,2,0,0,41,8,0,2,1
106,51,31,7,6,2,0,0,0,106,51,31,7,6,2,106,51,31,7,1
40,17,1,1,2,0,0,0,0,40,17,1,1,2,0,40,17,1,1,1
165,59,20,16,5,2,0,0,0,165,59,20,16,5,2,165,59,20,16,1
39,11,1,2,0,0,0,0,0,39,11,1,2,0,0,39,11,1,2,1
118,45,33,14,5,1,0,0,0,118,45,33,14,5,1,118,45,33,14,1
38,14,3,4,0,0,0,0,0,38,14,3,4,0,0,38,14,3,4,1
187,66,27,14,2,1,0,0,0,187,66,27,14,2,1,187,66,27,14,1
31,17,1,2,0,0,0,0,0,31,17,1,2,0,0,31,17,1,2,1
99,63,36,19,6,2,0,0,0,99,63,36,19,6,2,99,63,36,19,1
41,6,1,0,0,0,0,0,0,41,6,1,0,0,0,41,6,1,0,1
107,66,29,8,6,1,0,0,0,107,66,29,8,6,1,107,66,29,8,1
37,8,6,1,1,0,0,0,0,37,8,6,1,1,0,37,8,6,1,1
92,55,32,14,4,2,0,0,0,92,55,32,14,4,2,92,55,32,14,1
43,15,4,0,0,0,0,0,0,43,15,4,0,0,0,43,15,4,0,1
96,52,36,18,3,1,0,0,0,96,52,36,18,3,1,96,52,36,18,1
47,6,5,0,0,0,0,0,0,47,6,5,0,0,0,47,6,5,0,1
101,61,22,16,6,3,0,0,0,101,61,22,16,6,3,101,61,22,16,1
32,19,0,0,0,0,0,0,0,32,19,0,0,0,0,32,19,0,0,1
122,61,41,9,6,3,0,0,0,122,61,41,9,6,3,122,61,41,9,1
36,10,1,1,0,0,0,0,0,36,10,1,1,0,0,36,10,1,1,1
92,62,25,9,7,1,0,0,0,92,62,25,9,7,1,92,62,25,9,1
46,16,4,0,0,0,0,0,0,46,16,4,0,0,0,46,16,4,0,1
107,61,31,16,4,1,0,0,0,107,61,31,16,4,1,107,61,31,16,1
37,10,6,1,0,0,0,0,0,37,10,6,1,0,0,37,10,6,1,1
89,64,38,8,2,0,0,0,0,89,64,38,8,2,0,89,64,38,8,1
26,9,9,1,0,0,0,0,0,26,9,9,1,0,0,26,9,9,1,1
102,39,30,11,10,2,0,0,0,102,39,30,11,10,2,102,39,30,11,1
42,9,3,1,1,0,0,0,0,42,9,3,1,1,0,42,9,3,1,1
107,51,26,12,9,3,0,0,0,107,51,26,12,9,3,107,51,26,12,1
43,6,3,1,0,0,0,0,0,43,6,3,1,0,0,43,6,3,1,1
35,6,0,0,0,0,0,0,0,35,6,0,0,0,0,35,6,0,0,1
96,47,20,15,4,1,0,1,0,96,47,20,15,4,1,96,47,20,15,1
24,2,1,1,0,0,0,0,0,24,2,1,1,0,0,24,2,1,1,1
88,36,11,12,3,1,0,0,0,88,36,11,12,3,1,88,36,11,12,1
81,30,15,4,1,1,0,0,0,81,30,15,4,1,1,81,30,15,4,1
116,61,26,14,5,8,0,0,1,116,61,26,14,5,8,116,61,26,14,1
79,34,20,21,9,10,0,1,0,79,34,20,21,9,10,79,34,20,21,1
97,53,33,12,4,5,0,0,2,97,53,33,12,4,5,97,53,33,12,1
28,2,1,1,0,0,0,0,0,28,2,1,1,0,0,28,2,1,1,1
111,46,25,3,3,1,0,0,0,111,46,25,3,3,1,111,46,25,3,1
35,14,5,8,6,1,0,0,0,35,14,5,8,6,1,35,14,5,8,1
73,41,23,9,5,1,0,0,0,73,41,23,9,5,1,73,41,23,9,1
15,6,1,0,0,0,0,0,0,15,6,1,0,0,0,15,6,1,0,1
107,66,30,18,17,13,0,0,0,107,66,30,18,17,13,107,66,30,18,1
47,16,8,4,1,3,0,0,0,47,16,8,4,1,3,47,16,8,4,1
78,61,17,3,2,0,0,0,0,78,61,17,3,2,0,78,61,17,3,1
22,6,0,1,0,0,0,0,0,22,6,0,1,0,0,22,6,0,1,1
103,52,26,8,3,1,0,0,0,103,52,26,8,3,1,103,52,26,8,1
32,3,1,2,0,0,0,0,0,32,3,1,2,0,0,32,3,1,2,1
81,60,15,5,4,0,0,0,0,81,60,15,5,4,0,81,60,15,5,1
32,13,2,3,0,0,0,0,0,32,13,2,3,0,0,32,13,2,3,1
163,54,30,14,6,2,0,0,0,163,54,30,14,6,2,163,54,30,14,1
64,33,14,9,15,6,0,1,0,64,33,14,9,15,6,64,33,14,9,1
89,46,26,4,2,0,0,0,0,89,46,26,4,2,0,89,46,26,4,1
64,14,10,1,3,3,0,0,0,64,14,10,1,3,3,64,14,10,1,1
111,44,22,3,3,0,0,0,0,111,44,22,3,3,0,111,44,22,3,1
83,25,7,5,2,1,0,0,0,83,25,7,5,2,1,83,25,7,5,1
100,38,19,8,3,0,0,0,0,100,38,19,8,3,0,100,38,19,8,1
34,12,3,0,3,0,0,1,0,34,12,3,0,3,0,34,12,3,0,1
106,42,16,5,1,1,0,0,0,106,42,16,5,1,1,106,42,16,5,1
85,33,26,8,1,3,0,0,0,85,33,26,8,1,3,85,33,26,8,1
86,47,20,17,3,0,0,0,0,86,47,20,17,3,0,86,47,20,17,1
28,7,2,2,0,0,0,0,0,28,7,2,2,0,0,28,7,2,2,1
114,47,20,10,5,2,0,0,0,114,47,20,10,5,2,114,47,20,10,1
107,36,9,21,7,6,2,0,0,107,36,9,21,7,6,107,36,9,21,1
85,40,29,5,2,1,0,0,0,85,40,29,5,2,1,85,40,29,5,1
67,34,11,13,9,5,0,2,0,67,34,11,13,9,5,67,34,11,13,1
86,43,25,8,2,1,0,0,0,86,43,25,8,2,1,86,43,25,8,1
69,26,9,2,1,0,0,0,0,69,26,9,2,1,0,69,26,9,2,1
95,45,16,5,2,2,0,0,0,95,45,16,5,2,2,95,45,16,5,1
33,7,1,0,1,0,0,0,0,33,7,1,0,1,0,33,7,1,0,1
89,44,19,7,1,0,0,0,0,89,44,19,7,1,0,89,44,19,7,1
49,22,7,3,3,4,0,0,1,49,22,7,3,3,4,49,22,7,3,1
94,45,18,10,2,1,0,0,0,94,45,18,10,2,1,94,45,18,10,1
81,34,18,11,12,2,2,0,0,81,34,18,11,12,2,81,34,18,11,1
96,54,39,16,10,7,0,0,0,96,54,39,16,10,7,96,54,39,16,1
51,15,10,3,2,1,0,0,0,51,15,10,3,2,1,51,15,10,3,1
92,36,17,3,3,1,0,0,0,92,36,17,3,3,1,92,36,17,3,1
36,7,0,0,0,0,0,0,0,36,7,0,0,0,0,36,7,0,0,1
105,51,25,7,2,1,0,0,0,105,51,25,7,2,1,105,51,25,7,1
36,14,6,0,0,1,0,0,0,36,14,6,0,0,1,36,14,6,0,1
87,48,26,4,2,2,0,0,0,87,48,26,4,2,2,87,48,26,4,1
32,12,3,3,5,1,0,0,0,32,12,3,3,5,1,32,12,3,3,1
108,39,14,14,4,1,0,0,0,108,39,14,14,4,1,108,39,14,14,1
64,25,10,10,3,3,0,0,0,64,25,10,10,3,3,64,25,10,10,1
100,42,18,2,3,1,0,0,0,100,42,18,2,3,1,100,42,18,2,1
66,28,13,5,2,0,0,0,0,66,28,13,5,2,0,66,28,13,5,1
43,22,11,3,1,0,0,0,0,43,22,11,3,1,0,43,22,11,3,1
69,29,14,3,1,0,0,0,0,69,29,14,3,1,0,69,29,14,3,1
101,50,24,10,0,2,1,0,0,101,50,24,10,0,2,101,50,24,10,1
73,26,14,3,1,0,0,0,0,73,26,14,3,1,0,73,26,14,3,1
60,30,7,4,4,2,0,0,0,60,30,7,4,4,2,60,30,7,4,1
106,56,32,15,14,14,3,2,0,106,56,32,15,14,14,106,56,32,15,1
86,61,17,7,3,1,1,0,0,86,61,17,7,3,1,86,61,17,7,1
59,31,19,6,3,2,0,0,0,59,31,19,6,3,2,59,31,19,6,1
75,33,12,3,4,0,0,0,0,75,33,12,3,4,0,75,33,12,3,1
63,35,16,5,0,0,0,0,0,63,35,16,5,0,0,63,35,16,5,1
104,32,20,15,4,5,0,0,0,104,32,20,15,4,5,104,32,20,15,1
61,32,22,6,2,1,0,0,0,61,32,22,6,2,1,61,32,22,6,1
124,51,36,26,12,4,1,1,0,124,51,36,26,12,4,124,51,36,26,1
68,27,20,3,1,0,0,0,0,68,27,20,3,1,0,68,27,20,3,1
115,44,12,5,6,2,1,1,0,115,44,12,5,6,2,115,44,12,5,1
72,38,7,2,1,0,0,0,0,72,38,7,2,1,0,72,38,7,2,1
55,14,13,4,3,0,0,0,0,55,14,13,4,3,0,55,14,13,4,1
67,28,22,7,2,1,0,0,0,67,28,22,7,2,1,67,28,22,7,1
90,41,14,5,3,1,0,0,0,90,41,14,5,3,1,90,41,14,5,1
71,28,17,5,0,0,0,0,0,71,28,17,5,0,0,71,28,17,5,1
156,69,48,25,13,8,0,1,3,156,69,48,25,13,8,156,69,48,25,1
78,31,12,8,5,2,0,0,0,78,31,12,8,5,2,78,31,12,8,1
65,32,16,5,5,1,2,0,1,65,32,16,5,5,1,65,32,16,5,1
73,36,11,4,1,0,0,0,0,73,36,11,4,1,0,73,36,11,4,1
59,32,12,6,4,2,0,0,0,59,32,12,6,4,2,59,32,12,6,1
74,40,14,11,4,0,0,0,0,74,40,14,11,4,0,74,40,14,11,1
92,37,14,10,2,1,0,0,0,92,37,14,10,2,1,92,37,14,10,1
60,34,11,2,1,0,0,0,0,60,34,11,2,1,0,60,34,11,2,1
