f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,label
1111,103,53,33,22,13,4,0,0,0,1111,103,53,33,22,13,4,1111,103,53,33,22,0
1075,52,16,19,8,3,0,0,0,0,1075,52,16,19,8,3,0,1075,52,16,19,8,0
1120,96,44,40,18,6,1,0,0,0,1120,96,44,40,18,6,1,1120,96,44,40,18,0
1092,36,29,5,6,0,0,0,0,0,1092,36,29,5,6,0,0,1092,36,29,5,6,0
1131,78,57,31,18,6,1,0,0,0,1131,78,57,31,18,6,1,1131,78,57,31,18,0
1085,37,23,6,6,1,0,0,0,0,1085,37,23,6,6,1,0,1085,37,23,6,6,0
1128,92,56,27,14,3,1,0,0,0,1128,92,56,27,14,3,1,1128,92,56,27,14,0
1075,49,16,4,1,0,0,0,0,0,1075,49,16,4,1,0,0,1075,49,16,4,1,0
1120,103,49,30,6,4,1,0,0,0,1120,103,49,30,6,4,1,1120,103,49,30,6,0
1086,45,8,5,2,0,0,0,0,0,1086,45,8,5,2,0,0,1086,45,8,5,2,0
1128,71,41,25,10,1,2,0,0,0,1128,71,41,25,10,1,2,1128,71,41,25,10,0
1080,28,17,10,1,0,0,0,0,0,1080,28,17,10,1,0,0,1080,28,17,10,1,0
1142,85,35,14,6,0,0,0,0,0,1142,85,35,14,6,0,0,1142,85,35,14,6,0
1068,44,18,6,0,2,0,0,0,0,1068,44,18,6,0,2,0,1068,44,18,6,0,0
1151,64,27,15,6,1,0,0,0,0,1151,64,27,15,6,1,0,1151,64,27,15,6,0
1077,37,19,4,3,0,0,0,0,0,1077,37,19,4,3,0,0,1077,37,19,4,3,0
1125,78,25,15,3,0,0,0,0,0,1125,78,25,15,3,0,0,1125,78,25,15,3,0
1083,32,9,1,0,0,0,0,0,0,1083,32,9,1,0,0,0,1083,32,9,1,0,0
1150,77,36,8,2,0,0,0,0,0,1150,77,36,8,2,0,0,1150,77,36,8,2,0
1068,31,9,0,0,0,0,0,0,0,1068,31,9,0,0,0,0,1068,31,9,0,0,0
1154,71,22,12,1,0,0,0,0,0,1154,71,22,12,1,0,0,1154,71,22,12,1,0
1060,30,9,0,0,0,0,0,0,0,1060,30,9,0,0,0,0,1060,30,9,0,0,0
1150,56,27,8,0,1,0,0,0,0,1150,56,27,8,0,1,0,1150,56,27,8,0,0
1080,27,8,1,0,0,0,0,0,0,1080,27,8,1,0,0,0,1080,27,8,1,0,0
1134,60,18,8,2,0,0,0,0,0,1134,60,18,8,2,0,0,1134,60,18,8,2,0
1079,27,2,0,0,0,0,0,0,0,1079,27,2,0,0,0,0,1079,27,2,0,0,0
1134,60,15,4,0,0,0,0,0,0,1134,60,15,4,0,0,0,1134,60,15,4,0,0
1091,14,6,0,0,0,0,0,0,0,1091,14,6,0,0,0,0,1091,14,6,0,0,0
1125,53,26,1,0,0,0,0,0,0,1125,53,26,1,0,0,0,1125,53,26,1,0,0
1087,19,3,0,0,0,0,0,0,0,1087,19,3,0,0,0,0,1087,19,3,0,0,0
1138,47,26,4,0,0,0,0,0,0,1138,47,26,4,0,0,0,1138,47,26,4,0,0
1070,20,5,0,0,0,0,0,0,0,1070,20,5,0,0,0,0,1070,20,5,0,0,0
1125,67,13,3,0,1,0,0,0,0,1125,67,13,3,0,1,0,1125,67,13,3,0,0
1067,15,3,3,0,0,0,0,0,0,1067,15,3,3,0,0,0,1067,15,3,3,0,0
1125,65,14,4,0,0,0,0,0,0,1125,65,14,4,0,0,0,1125,65,14,4,0,0
1064,24,6,0,0,0,0,0,0,0,1064,24,6,0,0,0,0,1064,24,6,0,0,0
1133,53,14,9,0,0,0,0,0,0,1133,53,14,9,0,0,0,1133,53,14,9,0,0
1054,19,4,1,0,0,0,0,0,0,1054,19,4,1,0,0,0,1054,19,4,1,0,0
1125,52,13,3,0,0,0,0,0,0,1125,52,13,3,0,0,0,1125,52,13,3,0,0
1075,13,1,0,0,0,0,0,0,0,1075,13,1,0,0,0,0,1075,13,1,0,0,0
1129,40,6,3,1,0,0,0,0,0,1129,40,6,3,1,0,0,1129,40,6,3,1,0
1066,15,1,0,0,0,0,0,0,0,1066,15,1,0,0,0,0,1066,15,1,0,0,0
1128,43,16,3,0,0,0,0,0,0,1128,43,16,3,0,0,0,1128,43,16,3,0,0
1068,17,2,0,0,0,0,0,0,0,1068,17,2,0,0,0,0,1068,17,2,0,0,0
1132,43,13,1,0,0,0,0,0,0,1132,43,13,1,0,0,0,1132,43,13,1,0,0
1071,11,4,0,0,0,0,0,0,0,1071,11,4,0,0,0,0,1071,11,4,0,0,0
1131,48,15,3,0,0,0,0,0,0,1131,48,15,3,0,0,0,1131,48,15,3,0,0
1075,20,0,0,0,0,0,0,0,0,1075,20,0,0,0,0,0,1075,20,0,0,0,0
1129,64,33,8,8,1,1,0,0,0,1129,64,33,8,8,1,1,1129,64,33,8,8,1
1096,55,23,6,4,3,0,0,1,0,1096,55,23,6,4,3,0,1096,55,23,6,4,1
1112,75,33,18,7,2,0,0,0,0,1112,75,33,18,7,2,0,1112,75,33,18,7,1
1118,41,21,8,2,1,0,0,0,0,1118,41,21,8,2,1,0,1118,41,21,8,2,1
1122,67,43,17,6,1,1,0,0,0,1122,67,43,17,6,1,1,1122,67,43,17,6,1
1091,46,30,8,2,0,0,0,0,0,1091,46,30,8,2,0,0,1091,46,30,8,2,1
1104,68,30,18,3,2,1,0,0,0,1104,68,30,18,3,2,1,1104,68,30,18,3,1
1111,43,17,10,4,2,2,0,0,0,1111,43,17,10,4,2,2,1111,43,17,10,4,1
1096,86,37,19,6,1,2,0,0,0,1096,86,37,19,6,1,2,1096,86,37,19,6,1
1093,58,19,7,2,1,0,0,0,0,1093,58,19,7,2,1,0,1093,58,19,7,2,1
1057,124,44,25,14,8,4,1,0,0,1057,124,44,25,14,8,4,1057,124,44,25,14,1
1101,55,27,13,3,0,0,0,0,0,1101,55,27,13,3,0,0,1101,55,27,13,3,1
1104,64,35,9,8,6,0,0,0,0,1104,64,35,9,8,6,0,1104,64,35,9,8,1
1098,64,19,5,2,0,0,0,0,0,1098,64,19,5,2,0,0,1098,64,19,5,2,1
994,104,64,39,28,17,13,1,0,0,994,104,64,39,28,17,13,994,104,64,39,28,1
1094,48,24,12,1,2,0,0,0,0,1094,48,24,12,1,2,0,1094,48,24,12,1,1
1097,93,50,16,12,4,0,0,0,0,1097,93,50,16,12,4,0,1097,93,50,16,12,1
1110,44,27,11,5,0,2,0,0,0,1110,44,27,11,5,0,2,1110,44,27,11,5,1
1124,60,34,21,2,4,0,0,0,0,1124,60,34,21,2,4,0,1124,60,34,21,2,1
1094,55,15,11,9,0,0,0,0,0,1094,55,15,11,9,0,0,1094,55,15,11,9,1
1048,105,53,23,9,10,11,1,0,0,1048,105,53,23,9,10,11,1048,105,53,23,9,1
1093,60,27,9,5,3,0,0,0,0,1093,60,27,9,5,3,0,1093,60,27,9,5,1
1092,71,46,17,7,2,0,0,0,0,1092,71,46,17,7,2,0,1092,71,46,17,7,1
1101,68,28,12,3,3,0,1,0,0,1101,68,28,12,3,3,0,1101,68,28,12,3,1
1087,87,46,20,15,0,0,1,0,0,1087,87,46,20,15,0,0,1087,87,46,20,15,1
1109,61,32,11,0,2,0,0,0,0,1109,61,32,11,0,2,0,1109,61,32,11,0,1
1087,89,33,11,6,3,2,0,0,0,1087,89,33,11,6,3,2,1087,89,33,11,6,1
1094,56,24,6,4,0,0,0,0,0,1094,56,24,6,4,0,0,1094,56,24,6,4,1
1094,78,38,15,8,2,0,0,0,0,1094,78,38,15,8,2,0,1094,78,38,15,8,1
1100,62,25,12,2,2,1,0,0,0,1100,62,25,12,2,2,1,1100,62,25,12,2,1
1106,84,40,28,13,4,5,0,0,0,1106,84,40,28,13,4,5,1106,84,40,28,13,1
1100,59,29,8,4,1,0,1,0,0,1100,59,29,8,4,1,0,1100,59,29,8,4,1
1109,70,24,31,12,1,0,0,0,0,1109,70,24,31,12,1,0,1109,70,24,31,12,1
1115,42,17,11,5,1,0,0,0,0,1115,42,17,11,5,1,0,1115,42,17,11,5,1
1102,77,35,15,4,3,2,0,0,0,1102,77,35,15,4,3,2,1102,77,35,15,4,1
1120,44,29,10,5,1,0,0,0,0,1120,44,29,10,5,1,0,1120,44,29,10,5,1
1079,104,51,26,8,5,3,1,0,0,1079,104,51,26,8,5,3,1079,104,51,26,8,1
1124,53,21,8,2,1,0,0,0,0,1124,53,21,8,2,1,0,1124,53,21,8,2,1
1096,67,34,14,10,1,2,0,0,0,1096,67,34,14,10,1,2,1096,67,34,14,10,1
1095,68,31,9,3,2,1,0,0,0,1095,68,31,9,3,2,1,1095,68,31,9,3,1
1094,89,48,20,11,1,2,0,0,0,1094,89,48,20,11,1,2,1094,89,48,20,11,1
1100,65,31,9,3,2,1,0,0,0,1100,65,31,9,3,2,1,1100,65,31,9,3,1
1097,59,42,16,6,3,0,0,0,0,1097,59,42,16,6,3,0,1097,59,42,16,6,1
1107,59,25,9,2,1,0,0,0,0,1107,59,25,9,2,1,0,1107,59,25,9,2,1
1113,65,35,15,5,1,1,0,0,0,1113,65,35,15,5,1,1,1113,65,35,15,5,1
1103,44,20,7,0,1,0,2,0,0,1103,44,20,7,0,1,0,1103,44,20,7,0,1
1077,103,54,28,12,9,5,0,0,0,1077,103,54,28,12,9,5,1077,103,54,28,12,1
1099,62,29,21,4,2,1,0,0,0,1099,62,29,21,4,2,1,1099,62,29,21,4,1
1079,79,38,24,11,5,4,5,0,0,1079,79,38,24,11,5,4,1079,79,38,24,11,1
1115,47,16,15,1,3,0,0,0,0,1115,47,16,15,1,3,0,1115,47,16,15,1,1
1063,85,30,20,5,6,2,0,0,0,1063,85,30,20,5,6,2,1063,85,30,20,5,1
1062,73,36,11,5,2,1,0,0,0,1062,73,36,11,5,2,1,1062,73,36,11,5,1
1082,131,44,23,11,6,2,2,0,0,1082,131,44,23,11,6,2,1082,131,44,23,11,1
1089,69,35,12,4,2,0,0,1,0,1089,69,35,12,4,2,0,1089,69,35,12,4,1
1106,71,44,15,6,2,0,0,0,0,1106,71,44,15,6,2,0,1106,71,44,15,6,1
1107,56,21,12,5,1,0,0,0,0,1107,56,21,12,5,1,0,1107,56,21,12,5,1
1044,73,41,15,11,5,2,0,0,0,1044,73,41,15,11,5,2,1044,73,41,15,11,1
1129,68,38,18,9,0,0,0,0,0,1129,68,38,18,9,0,0,1129,68,38,18,9,1
1085,35,19,7,2,0,0,0,0,0,1085,35,19,7,2,0,0,1085,35,19,7,2,1
1142,75,36,11,5,0,1,0,0,0,1142,75,36,11,5,0,1,1142,75,36,11,5,1
1079,40,16,12,0,2,0,0,0,0,1079,40,16,12,0,2,0,1079,40,16,12,0,1
1127,67,46,17,9,3,1,0,0,0,1127,67,46,17,9,3,1,1127,67,46,17,9,1
1044,64,17,9,5,1,0,0,0,0,1044,64,17,9,5,1,0,1044,64,17,9,5,1
1104,101,44,29,10,6,3,0,0,0,1104,101,44,29,10,6,3,1104,101,44,29,10,1
1083,45,13,6,0,1,0,0,0,0,1083,45,13,6,0,1,0,1083,45,13,6,0,1
1124,84,36,20,8,2,1,0,0,0,1124,84,36,20,8,2,1,1124,84,36,20,8,1
1059,53,16,10,4,1,0,1,0,0,1059,53,16,10,4,1,0,1059,53,16,10,4,1
1108,75,51,23,12,2,3,0,0,0,1108,75,51,23,12,2,3,1108,75,51,23,12,1
1065,53,18,8,4,3,0,0,0,0,1065,53,18,8,4,3,0,1065,53,18,8,4,1
1131,80,33,18,6,4,2,0,0,0,1131,80,33,18,6,4,2,1131,80,33,18,6,1
933,130,60,30,24,10,7,3,2,1,933,130,60,30,24,10,7,933,130,60,30,24,1
1116,83,47,25,14,2,2,0,0,0,1116,83,47,25,14,2,2,1116,83,47,25,14,1
1067,55,23,11,2,1,0,0,0,0,1067,55,23,11,2,1,0,1067,55,23,11,2,1
1121,82,37,20,10,6,1,0,0,0,1121,82,37,20,10,6,1,1121,82,37,20,10,1
1051,92,36,14,5,5,1,0,0,0,1051,92,36,14,5,5,1,1051,92,36,14,5,1
1126,81,44,17,8,3,1,0,0,0,1126,81,44,17,8,3,1,1126,81,44,17,8,1
1048,62,24,8,5,3,2,2,2,0,1048,62,24,8,5,3,2,1048,62,24,8,5,1
1135,73,34,29,4,3,0,0,0,0,1135,73,34,29,4,3,0,1135,73,34,29,4,1
1070,43,24,8,7,1,0,0,0,1,1070,43,24,8,7,1,0,1070,43,24,8,7,1
1120,70,56,24,6,2,1,0,0,0,1120,70,56,24,6,2,1,1120,70,56,24,6,1
1079,45,26,5,2,1,0,1,0,0,1079,45,26,5,2,1,0,1079,45,26,5,2,1
1141,77,40,19,8,0,3,0,0,0,1141,77,40,19,8,0,3,1141,77,40,19,8,1
1012,88,38,17,16,5,4,0,1,0,1012,88,38,17,16,5,4,1012,88,38,17,16,1
1093,82,44,17,10,6,2,0,0,0,1093,82,44,17,10,6,2,1093,82,44,17,10,1
1093,43,21,12,2,0,0,1,0,0,1093,43,21,12,2,0,0,1093,43,21,12,2,1
1150,80,37,14,6,5,2,0,0,0,1150,80,37,14,6,5,2,1150,80,37,14,6,1
1069,56,17,11,5,2,1,0,0,0,1069,56,17,11,5,2,1,1069,56,17,11,5,1
1117,83,50,18,7,4,1,0,0,0,1117,83,50,18,7,4,1,1117,83,50,18,7,1
965,116,52,30,26,11,5,1,2,1,965,116,52,30,26,11,5,965,116,52,30,26,1
1132,77,33,22,7,5,0,0,0,0,1132,77,33,22,7,5,0,1132,77,33,22,7,1
1079,52,23,5,3,0,1,0,0,0,1079,52,23,5,3,0,1,1079,52,23,5,3,1
1147,89,46,26,7,2,0,0,0,0,1147,89,46,26,7,2,0,1147,89,46,26,7,1
1017,85,36,15,8,10,7,3,1,0,1017,85,36,15,8,10,7,1017,85,36,15,8,1
1113,71,54,24,10,4,0,0,0,0,1113,71,54,24,10,4,0,1113,71,54,24,10,1
1077,57,23,3,3,2,0,1,0,1,1077,57,23,3,3,2,0,1077,57,23,3,3,1
1117,82,41,16,12,3,0,0,0,0,1117,82,41,16,12,3,0,1117,82,41,16,12,1
1076,44,21,12,5,2,0,0,0,0,1076,44,21,12,5,2,0,1076,44,21,12,5,1
1129,92,41,22,6,2,0,0,0,0,1129,92,41,22,6,2,0,1129,92,41,22,6,1
1084,48,23,8,4,2,0,1,0,0,1084,48,23,8,4,2,0,1084,48,23,8,4,1
1124,75,38,25,8,8,4,0,0,0,1124,75,38,25,8,8,4,1124,75,38,25,8,1
1067,55,18,8,2,2,2,0,0,0,1067,55,18,8,2,2,2,1067,55,18,8,2,1
1118,100,40,23,8,3,0,0,0,0,1118,100,40,23,8,3,0,1118,100,40,23,8,1
1081,34,8,3,2,0,0,0,0,0,1081,34,8,3,2,0,0,1081,34,8,3,2,1
1085,110,43,26,14,6,1,0,0,0,1085,110,43,26,14,6,1,1085,110,43,26,14,1
1075,57,19,9,4,0,0,0,0,0,1075,57,19,9,4,0,0,1075,57,19,9,4,1
1144,64,39,27,14,8,4,0,0,0,1144,64,39,27,14,8,4,1144,64,39,27,14,1
1066,53,24,8,4,1,0,0,0,0,1066,53,24,8,4,1,0,1066,53,24,8,4,1
1133,71,38,26,9,5,1,0,0,0,1133,71,38,26,9,5,1,1133,71,38,26,9,1
1094,40,12,3,1,0,0,0,0,0,1094,40,12,3,1,0,0,1094,40,12,3,1,1
1127,92,52,16,11,4,2,0,0,0,1127,92,52,16,11,4,2,1127,92,52,16,11,1
1089,50,17,2,3,2,2,0,0,0,1089,50,17,2,3,2,2,1089,50,17,2,3,1
1095,100,43,23,8,3,1,0,0,0,1095,100,43,23,8,3,1,1095,100,43,23,8,1
1142,84,49,17,7,2,0,0,0,0,1142,84,49,17,7,2,0,1142,84,49,17,7,1
1047,34,7,2,0,0,0,0,0,0,1047,34,7,2,0,0,0,1047,34,7,2,0,1
1145,94,22,17,4,3,0,0,0,0,1145,94,22,17,4,3,0,1145,94,22,17,4,1
1056,32,4,0,0,0,0,0,0,0,1056,32,4,0,0,0,0,1056,32,4,0,0,1
1129,94,47,12,7,4,1,0,0,0,1129,94,47,12,7,4,1,1129,94,47,12,7,1
1102,23,9,2,2,0,1,0,0,0,1102,23,9,2,2,0,1,1102,23,9,2,2,1
1121,94,52,15,9,0,1,0,0,0,1121,94,52,15,9,0,1,1121,94,52,15,9,1
1077,46,11,2,1,1,0,0,0,0,1077,46,11,2,1,1,0,1077,46,11,2,1,1
1137,84,50,20,8,2,0,0,0,0,1137,84,50,20,8,2,0,1137,84,50,20,8,1
1039,52,9,5,2,2,2,0,0,0,1039,52,9,5,2,2,2,1039,52,9,5,2,1
1138,96,48,18,10,2,0,0,0,0,1138,96,48,18,10,2,0,1138,96,48,18,10,1
1051,56,16,5,1,0,0,0,0,0,1051,56,16,5,1,0,0,1051,56,16,5,1,1
1131,95,47,16,5,2,0,0,0,0,1131,95,47,16,5,2,0,1131,95,47,16,5,1
1079,41,10,2,2,0,0,0,0,0,1079,41,10,2,2,0,0,1079,41,10,2,2,1
1142,95,42,22,6,2,0,0,0,0,1142,95,42,22,6,2,0,1142,95,42,22,6,1
1058,53,11,4,4,0,0,0,0,0,1058,53,11,4,4,0,0,1058,53,11,4,4,1
1137,75,52,27,6,1,1,0,0,0,1137,75,52,27,6,1,1,1137,75,52,27,6,1
1033,67,15,4,0,1,0,0,0,0,1033,67,15,4,0,1,0,1033,67,15,4,0,1
1132,101,51,14,10,4,0,0,0,0,1132,101,51,14,10,4,0,1132,101,51,14,10,1
1031,50,16,5,0,2,0,0,0,0,1031,50,16,5,0,2,0,1031,50,16,5,0,1
1127,95,43,26,8,1,1,0,0,0,1127,95,43,26,8,1,1,1127,95,43,26,8,1
1068,48,10,4,0,0,0,0,0,0,1068,48,10,4,0,0,0,1068,48,10,4,0,1
1150,91,47,22,9,3,0,0,0,0,1150,91,47,22,9,3,0,1150,91,47,22,9,1
1044,54,12,4,0,1,0,0,1,0,1044,54,12,4,0,1,0,1044,54,12,4,0,1
1146,83,40,20,10,2,0,0,0,0,1146,83,40,20,10,2,0,1146,83,40,20,10,1
1056,53,15,1,1,1,0,0,0,0,1056,53,15,1,1,1,0,1056,53,15,1,1,1
1121,86,56,35,9,4,1,0,0,0,1121,86,56,35,9,4,1,1121,86,56,35,9,1
1060,38,4,4,0,1,0,0,0,0,1060,38,4,4,0,1,0,1060,38,4,4,0,1
1145,81,45,25,10,2,0,0,0,0,1145,81,45,25,10,2,0,1145,81,45,25,10,1
1065,27,0,0,1,0,0,0,0,0,1065,27,0,0,1,0,0,1065,27,0,0,1,1
1127,89,52,30,7,3,1,0,0,0,1127,89,52,30,7,3,1,1127,89,52,30,7,1
1036,36,8,1,1,1,0,0,0,0,1036,36,8,1,1,1,0,1036,36,8,1,1,1
1134,84,49,17,12,1,0,0,0,0,1134,84,49,17,12,1,0,1134,84,49,17,12,1
1054,35,7,3,0,0,0,0,0,0,1054,35,7,3,0,0,0,1054,35,7,3,0,1
1131,84,47,25,16,4,0,0,0,0,1131,84,47,25,16,4,0,1131,84,47,25,16,1
1049,34,4,1,2,0,0,0,0,0,1049,34,4,1,2,0,0,1049,34,4,1,2,1
1129,95,54,24,5,4,2,0,0,0,1129,95,54,24,5,4,2,1129,95,54,24,5,1
1051,35,8,2,1,0,0,0,0,0,1051,35,8,2,1,0,0,1051,35,8,2,1,1
1130,77,58,26,12,7,1,0,0,0,1130,77,58,26,12,7,1,1130,77,58,26,12,1
1058,23,11,3,0,0,1,0,0,0,1058,23,11,3,0,0,1,1058,23,11,3,0,1
1139,79,47,29,14,3,2,0,0,0,1139,79,47,29,14,3,2,1139,79,47,29,14,1
1032,53,7,2,3,1,0,0,1,0,1032,53,7,2,3,1,0,1032,53,7,2,3,1
1134,96,41,23,8,5,2,0,0,0,1134,96,41,23,8,5,2,1134,96,41,23,8,1
1065,34,12,3,2,1,0,0,0,0,1065,34,12,3,2,1,0,1065,34,12,3,2,1
1113,95,58,25,14,4,2,0,0,0,1113,95,58,25,14,4,2,1113,95,58,25,14,1
1030,35,2,1,0,0,1,0,0,0,1030,35,2,1,0,0,1,1030,35,2,1,0,1
1134,95,44,22,13,4,0,0,0,0,1134,95,44,22,13,4,0,1134,95,44,22,13,1
1058,29,7,1,0,2,0,0,0,0,1058,29,7,1,0,2,0,1058,29,7,1,0,1
1133,94,54,24,5,7,2,0,0,0,1133,94,54,24,5,7,2,1133,94,54,24,5,1
1033,43,4,3,0,0,0,0,0,1,1033,43,4,3,0,0,0,1033,43,4,3,0,1
1144,82,49,18,12,1,1,0,0,0,1144,82,49,18,12,1,1,1144,82,49,18,12,1
1056,29,10,2,1,0,0,0,0,0,1056,29,10,2,1,0,0,1056,29,10,2,1,1
1144,85,51,21,12,7,1,0,0,0,1144,85,51,21,12,7,1,1144,85,51,21,12,1
1054,24,2,1,0,0,1,0,0,0,1054,24,2,1,0,0,1,1054,24,2,1,0,1
1136,92,54,24,6,3,0,0,0,0,1136,92,54,24,6,3,0,1136,92,54,24,6,1
1061,23,4,4,3,2,1,0,0,0,1061,23,4,4,3,2,1,1061,23,4,4,3,1
1082,37,21,10,3,1,0,0,0,0,1082,37,21,10,3,1,0,1082,37,21,10,3,1
1131,61,26,10,4,0,0,0,0,0,1131,61,26,10,4,0,0,1131,61,26,10,4,1
1075,67,21,9,2,1,0,0,0,0,1075,67,21,9,2,1,0,1075,67,21,9,2,1
1122,67,22,10,6,3,0,0,0,0,1122,67,22,10,6,3,0,1122,67,22,10,6,1
1116,54,25,7,2,0,0,0,0,0,1116,54,25,7,2,0,0,1116,54,25,7,2,1
1126,61,39,13,7,1,0,0,0,0,1126,61,39,13,7,1,0,1126,61,39,13,7,1
1082,71,25,9,4,1,1,0,0,0,1082,71,25,9,4,1,1,1082,71,25,9,4,1
1126,74,19,20,11,2,0,0,0,0,1126,74,19,20,11,2,0,1126,74,19,20,11,1
1083,57,28,12,5,0,1,0,0,0,1083,57,28,12,5,0,1,1083,57,28,12,5,1
1113,64,31,15,4,0,1,0,0,0,1113,64,31,15,4,0,1,1113,64,31,15,4,1
1086,66,35,11,1,2,0,0,0,0,1086,66,35,11,1,2,0,1086,66,35,11,1,1
1122,65,34,11,9,1,1,0,0,0,1122,65,34,11,9,1,1,1122,65,34,11,9,1
1102,49,32,13,4,1,0,0,0,0,1102,49,32,13,4,1,0,1102,49,32,13,4,1
1120,71,36,10,3,4,0,0,0,0,1120,71,36,10,3,4,0,1120,71,36,10,3,1
1074,78,16,6,3,1,0,0,0,0,1074,78,16,6,3,1,0,1074,78,16,6,3,1
1125,76,33,14,2,1,0,0,0,0,1125,76,33,14,2,1,0,1125,76,33,14,2,1
1085,75,25,14,7,1,0,2,0,0,1085,75,25,14,7,1,0,1085,75,25,14,7,1
1108,63,37,12,2,3,0,0,0,0,1108,63,37,12,2,3,0,1108,63,37,12,2,1
1104,71,28,8,3,1,0,0,0,0,1104,71,28,8,3,1,0,1104,71,28,8,3,1
1125,71,32,15,6,1,0,0,0,0,1125,71,32,15,6,1,0,1125,71,32,15,6,1
1091,65,34,6,2,1,0,0,0,0,1091,65,34,6,2,1,0,1091,65,34,6,2,1
1120,77,33,13,7,3,0,0,0,0,1120,77,33,13,7,3,0,1120,77,33,13,7,1
1108,61,24,9,10,1,0,0,0,0,1108,61,24,9,10,1,0,1108,61,24,9,10,1
1119,69,30,16,6,2,0,0,0,0,1119,69,30,16,6,2,0,1119,69,30,16,6,1
1083,71,20,10,6,1,1,0,0,0,1083,71,20,10,6,1,1,1083,71,20,10,6,1
1113,77,39,17,5,1,0,0,0,0,1113,77,39,17,5,1,0,1113,77,39,17,5,1
1078,72,26,9,5,0,0,0,0,0,1078,72,26,9,5,0,0,1078,72,26,9,5,1
1107,75,28,14,5,2,1,0,0,0,1107,75,28,14,5,2,1,1107,75,28,14,5,1
1087,57,25,17,5,2,0,0,0,0,1087,57,25,17,5,2,0,1087,57,25,17,5,1
1108,82,32,12,9,1,0,0,0,0,1108,82,32,12,9,1,0,1108,82,32,12,9,1
1077,81,25,11,3,1,0,0,0,0,1077,81,25,11,3,1,0,1077,81,25,11,3,1
1112,69,34,10,7,3,1,0,0,0,1112,69,34,10,7,3,1,1112,69,34,10,7,1
1072,96,15,12,3,5,0,0,0,0,1072,96,15,12,3,5,0,1072,96,15,12,3,1
1109,67,35,15,8,1,0,0,0,0,1109,67,35,15,8,1,0,1109,67,35,15,8,1
1072,76,27,10,2,0,1,0,0,0,1072,76,27,10,2,0,1,1072,76,27,10,2,1
1130,66,39,13,8,1,0,0,0,0,1130,66,39,13,8,1,0,1130,66,39,13,8,1
1056,72,19,9,7,3,0,0,0,0,1056,72,19,9,7,3,0,1056,72,19,9,7,1
1115,67,37,14,4,2,1,0,0,0,1115,67,37,14,4,2,1,1115,67,37,14,4,1
1062,55,16,16,4,3,0,0,0,0,1062,55,16,16,4,3,0,1062,55,16,16,4,1
1117,66,31,19,7,1,0,0,0,0,1117,66,31,19,7,1,0,1117,66,31,19,7,1
1077,56,32,12,4,2,0,0,0,0,1077,56,32,12,4,2,0,1077,56,32,12,4,1
1126,72,37,12,7,1,1,0,0,0,1126,72,37,12,7,1,1,1126,72,37,12,7,1
1094,53,28,6,6,0,1,0,0,0,1094,53,28,6,6,0,1,1094,53,28,6,6,1
1122,60,44,9,3,3,1,0,0,0,1122,60,44,9,3,3,1,1122,60,44,9,3,1
1090,58,28,7,5,1,0,0,0,0,1090,58,28,7,5,1,0,1090,58,28,7,5,1
1119,67,38,20,4,1,0,0,0,0,1119,67,38,20,4,1,0,1119,67,38,20,4,1
1086,51,26,8,1,2,0,0,0,0,1086,51,26,8,1,2,0,1086,51,26,8,1,1
1127,69,26,14,6,4,3,0,0,0,1127,69,26,14,6,4,3,1127,69,26,14,6,1
1099,47,26,10,4,0,0,0,0,0,1099,47,26,10,4,0,0,1099,47,26,10,4,1
1134,66,43,16,6,2,0,0,0,0,1134,66,43,16,6,2,0,1134,66,43,16,6,1
1075,91,19,13,1,3,2,0,0,0,1075,91,19,13,1,3,2,1075,91,19,13,1,1
1121,63,22,20,3,3,0,0,0,0,1121,63,22,20,3,3,0,1121,63,22,20,3,1
1082,90,21,14,6,1,0,0,0,0,1082,90,21,14,6,1,0,1082,90,21,14,6,1
1096,76,43,9,3,1,0,0,0,0,1096,76,43,9,3,1,0,1096,76,43,9,3,1
1103,69,21,9,4,1,1,0,0,0,1103,69,21,9,4,1,1,1103,69,21,9,4,1
1110,68,33,11,7,3,1,0,0,0,1110,68,33,11,7,3,1,1110,68,33,11,7,1
987,104,24,7,7,3,1,4,1,0,987,104,24,7,7,3,1,987,104,24,7,7,1
1095,112,69,30,16,3,0,0,0,0,1095,112,69,30,16,3,0,1095,112,69,30,16,1
937,120,29,16,10,2,3,0,0,0,937,120,29,16,10,2,3,937,120,29,16,10,1
1046,130,71,35,13,10,5,1,0,0,1046,130,71,35,13,10,5,1046,130,71,35,13,1
1072,35,19,2,2,0,0,0,0,0,1072,35,19,2,2,0,0,1072,35,19,2,2,1
1107,99,52,29,19,2,1,0,0,0,1107,99,52,29,19,2,1,1107,99,52,29,19,1
994,70,32,8,11,5,6,4,4,0,994,70,32,8,11,5,6,994,70,32,8,11,1
1103,114,59,28,16,9,1,1,0,0,1103,114,59,28,16,9,1,1103,114,59,28,16,1
875,156,57,18,18,7,3,4,0,0,875,156,57,18,18,7,3,875,156,57,18,18,1
1100,118,64,33,18,6,1,0,1,0,1100,118,64,33,18,6,1,1100,118,64,33,18,1
1048,41,23,1,0,0,0,0,0,0,1048,41,23,1,0,0,0,1048,41,23,1,0,1
1080,105,69,34,16,7,0,0,0,0,1080,105,69,34,16,7,0,1080,105,69,34,16,1
